0x0745:  fe | af=9400 bc=fb30 de=ff56 hl=0b8f sp=dff3 pc=0745 | cnt=158 lcdc=91 ly=94
0x0747:  20 | af=9440 bc=fb30 de=ff56 hl=0b8f sp=dff3 pc=0747 | cnt=154 lcdc=91 ly=94
0x073e:  03 | af=9440 bc=fb30 de=ff56 hl=0b8f sp=dff3 pc=073e | cnt=148 lcdc=91 ly=94
0x073f:  78 | af=9440 bc=fb31 de=ff56 hl=0b8f sp=dff3 pc=073f | cnt=144 lcdc=91 ly=94
0x0740:  b1 | af=fb40 bc=fb31 de=ff56 hl=0b8f sp=dff3 pc=0740 | cnt=142 lcdc=91 ly=94
0x0741:  28 | af=fb00 bc=fb31 de=ff56 hl=0b8f sp=dff3 pc=0741 | cnt=140 lcdc=91 ly=94
0x0743:  f0 | af=fb00 bc=fb31 de=ff56 hl=0b8f sp=dff3 pc=0743 | cnt=136 lcdc=91 ly=94
0x0745:  fe | af=9400 bc=fb31 de=ff56 hl=0b8f sp=dff3 pc=0745 | cnt=130 lcdc=91 ly=94
0x0747:  20 | af=9440 bc=fb31 de=ff56 hl=0b8f sp=dff3 pc=0747 | cnt=126 lcdc=91 ly=94
0x073e:  03 | af=9440 bc=fb31 de=ff56 hl=0b8f sp=dff3 pc=073e | cnt=120 lcdc=91 ly=94
0x073f:  78 | af=9440 bc=fb32 de=ff56 hl=0b8f sp=dff3 pc=073f | cnt=116 lcdc=91 ly=94
0x0740:  b1 | af=fb40 bc=fb32 de=ff56 hl=0b8f sp=dff3 pc=0740 | cnt=114 lcdc=91 ly=94
0x0741:  28 | af=fb00 bc=fb32 de=ff56 hl=0b8f sp=dff3 pc=0741 | cnt=112 lcdc=91 ly=94
0x0743:  f0 | af=fb00 bc=fb32 de=ff56 hl=0b8f sp=dff3 pc=0743 | cnt=108 lcdc=91 ly=94
0x0745:  fe | af=9400 bc=fb32 de=ff56 hl=0b8f sp=dff3 pc=0745 | cnt=102 lcdc=91 ly=94
0x0747:  20 | af=9440 bc=fb32 de=ff56 hl=0b8f sp=dff3 pc=0747 | cnt=98 lcdc=91 ly=94
0x073e:  03 | af=9440 bc=fb32 de=ff56 hl=0b8f sp=dff3 pc=073e | cnt=92 lcdc=91 ly=94
0x073f:  78 | af=9440 bc=fb33 de=ff56 hl=0b8f sp=dff3 pc=073f | cnt=88 lcdc=91 ly=94
0x0740:  b1 | af=fb40 bc=fb33 de=ff56 hl=0b8f sp=dff3 pc=0740 | cnt=86 lcdc=91 ly=94
0x0741:  28 | af=fb00 bc=fb33 de=ff56 hl=0b8f sp=dff3 pc=0741 | cnt=84 lcdc=91 ly=94
0x0743:  f0 | af=fb00 bc=fb33 de=ff56 hl=0b8f sp=dff3 pc=0743 | cnt=80 lcdc=91 ly=94
0x0745:  fe | af=9400 bc=fb33 de=ff56 hl=0b8f sp=dff3 pc=0745 | cnt=74 lcdc=91 ly=94
0x0747:  20 | af=9440 bc=fb33 de=ff56 hl=0b8f sp=dff3 pc=0747 | cnt=70 lcdc=91 ly=94
0x073e:  03 | af=9440 bc=fb33 de=ff56 hl=0b8f sp=dff3 pc=073e | cnt=64 lcdc=91 ly=94
0x073f:  78 | af=9440 bc=fb34 de=ff56 hl=0b8f sp=dff3 pc=073f | cnt=60 lcdc=91 ly=94
